Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Mese,Costo Totale
FOOD,PANE,FOO.PAN.00017,PANFETTE GLUTEEN FREE GR 75 X 20PZ,PZ,PZ,1,1.8,8,12,06_Giugno,14.4
FOOD,PANE,FOO.PAN.00018,KIT COLAZIONE GLUTEEN FREE,PZ,PZ,1,24.15,1,24.15,06_Giugno,24.15
FOOD,PASTICCE,FOO.PPP.00012,LIEVITO PER DOLCI 1KG,KG,KG,1,11.2652,0.2,2.253,06_Giugno,2.25
FOOD,PASTICCE,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1,11.4188,-0.46,-6.1353,06_Giugno,-5.25
FOOD,PASTICCE,FOO.PPP.00015,ZUCCHERO A VELO 5KG,KG,KG,1,1.642,-2.5,-4.105,06_Giugno,-4.1
FOOD,SALUMI,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1,6.7412,20.58,137.4309,06_Giugno,138.73
FOOD,SALUMI,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1,11.6723,15.24,167.4061,06_Giugno,177.89
FOOD,SALUMI,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1,13.9696,34.66,519.2496,06_Giugno,484.186336
FOOD,SALUMI,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1,10.8796,51.198,561.6373,06_Giugno,557.01
FOOD,SALUMI,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1,7.7524,54.746,444.1432,06_Giugno,424.41
FOOD,SCATOLAM,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1,2.9195,97,278.9545,06_Giugno,283.19
FOOD,SEMILDOL,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1,15.0618,19,295.5033,06_Giugno,286.17
FOOD,SEMILDOL,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1,14.9028,19,272.0924,06_Giugno,283.1532
FOOD,SEMILDOL,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1,14.8271,21,230.2011,06_Giugno,311.37
FOOD,SEMILDOL,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1,10.9522,15,155.117,06_Giugno,164.28
FOOD,SEMILDOL,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1,1.1042,254,280.4609,06_Giugno,280.4668
FOOD,SEMILDOL,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1,6.7571,35.7,241.2294,06_Giugno,241.22847
FOOD,SEMILDOL,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1,6.7571,38,256.7708,06_Giugno,256.7698
FOOD,SEMILDOL,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1,0.3513,950,333.7465,06_Giugno,333.74
FOOD,SEMILDOL,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1,0.3513,674,236.7853,06_Giugno,236.78
FOOD,SEMILDOL,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1,0.3513,1307,459.1628,06_Giugno,459.15
FOOD,SEMILDOL,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1,15.04,25.87,389.0848,06_Giugno,389.08
FOOD,SEMILDOL,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1,16.24,21.68,352.0832,06_Giugno,352.08
FOOD,SEMILDOL,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1,0.4629,316,146.2754,06_Giugno,146.28
FOOD,SEMILDOL,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1,0.4629,446,206.4546,06_Giugno,206.45
FOOD,SEMILDOL,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1,0.5021,390,193.238,06_Giugno,195.82
FOOD,SEMILDOL,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1,0.3271,994,325.129,06_Giugno,325.14
FOOD,SEMILDOL,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1,0.3271,991,324.1493,06_Giugno,324.16
FOOD,SEMILDOL,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1,0.3271,909,297.3671,06_Giugno,297.33
FOOD,SEMILDOL,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1,11.6737,17,177.9324,06_Giugno,198.45
FOOD,SEMILDOL,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1,15.0679,24,317.3433,06_Giugno,361.63
FOOD,SEMILDOL,FOO.SDO.00031,CONFETTURA CILIEGIA 900GRX6PZ,PZ,PZ,1,3.1552,2,4.0334,06_Giugno,6.31
FOOD,SEMILDOL,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1,6.0311,4,23.1221,06_Giugno,24.12
FOOD,SEMILDOL,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,PZ,PZ,1,6.95,3,20.85,06_Giugno,20.85
FOOD,SEMILDOL,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,PZ,PZ,1,4.0981,2,8.1962,06_Giugno,8.2
FOOD,SEMILDOL,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1,10,4,40,06_Giugno,40
FOOD,SEMILDOL,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1,7.5,20,150,06_Giugno,150
FOOD,SEMILDOL,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1,6.4808,4,25.0598,06_Giugno,25.92
FOOD,SEMILDOL,FOO.SDO.00043,COPPETTA X MARMELLATA CIALDA 500PZ,PZ,PZ,1,0.0476,200,9.52,06_Giugno,9.52
FOOD,SEMILDOL,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,PZ,PZ,1,16.2484,1,15.9441,06_Giugno,16.25
FOOD,SEMILDOL,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,PZ,PZ,1,12.5,40,500,06_Giugno,500
FOOD,SEMILSAL,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1,9.5185,37.33,355.3261,06_Giugno,355.325605
FOOD,SEMILSAL,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000,3.117,62.5,158.3763,06_Giugno,194.81
VARIE,MONOUSO,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1,10.383,1,10.2245,06_Giugno,10.38
VARIE,MONOUSO,FOO.MON.00004,PEPE BUSTINE,CF,CF,1,10.27,2,20.54,06_Giugno,20.54
VARIE,MONOUSO,FOO.MON.00006,ACETO DI VINO BIANCO BUSTINE,CF,CF,1,14.9079,1,16.3594,06_Giugno,14.91
FOOD,SPEZIECO,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1,0.8144,13.5,9.9189,06_Giugno,10.99
FOOD,SPEZIECO,FOO.SPE.00006,SALE BUSTINE,CF,CF,1,10.5171,2,21.1884,06_Giugno,21.03
FOOD,SPEZIECO,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1,16.4537,2,32.635,06_Giugno,32.91
FOOD,SPEZIECO,FOO.SPE.00021,ODORI MISTI,KG,KG,1,10,0.26,1.56,06_Giugno,2.6
FOOD,UOVA,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1,0.185,4972,879.001,06_Giugno,919.82
FOOD,YOGURT,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1,10.47,20,209.421,06_Giugno,209.4
PULIZIA,DETERGEN,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1,34.8149,1,16.8042,06_Giugno,34.81
PULIZIA,STRPULIZ,PUL.STR.00009,PAGLIETTE D'ACCIAIO 1CFX10PZ,PZ,PZ,1,1.6177,6,9.7062,06_Giugno,9.7062
VARIE,CARTBUSA,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1,0.1345,12,1.614,06_Giugno,1.61
VARIE,CARTBUSA,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250,5.5,2,11,06_Giugno,11
VARIE,CARTBUSA,VAR.CAR.00018,SACCHETTI BIANCHI BREAKFAST 17X34 10KG,KG,KG,0,1.4312,0.1,0.1431,06_Giugno,0.14
VARIE,CARTBUSA,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250,12.5,1,10,06_Giugno,12.5
VARIE,MONOUSO,VAR.MON.00001,TOVAGLIOLI TNT POKET AZZ40X35(16CFX60PZ),CF,CF,1,5.3125,6,27.6,06_Giugno,31.88
VARIE,MONOUSO,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1,3.6749,16,40,06_Giugno,58.8
VARIE,MONOUSO,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1,14.002,83,1164.6677,06_Giugno,1162.166
VARIE,MONOUSO,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1,5.5827,1,4.2406,06_Giugno,5.58
VARIE,MONOUSO,VAR.MON.00017,BIS POSATE PLASTICA 1CFX100PZ,CF,CF,1,8.2608,1,6.6428,06_Giugno,8.26
VARIE,MONOUSO,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1,0.22,71,15.62,06_Giugno,15.62
VARIE,MONOUSO,VAR.MON.00032,TOVAGLIOLI TNT POKET AZZ40X35(16CFX50PZ),CF,CF,1,4.0476,69,366.5625,06_Giugno,279.28
VARIE,PROCUCIN,VAR.PCU.00003,CARTA FORNO 40X60 FOGLI,CF,CF,1,6.5707,5,32.8533,06_Giugno,32.8535
BEVERAGE,ACQUA,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,BT,BT,1,0.1496,18,2.6419,07_Luglio,2.69
BEVERAGE,ACQUA,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1,0.15,39,5.8513,07_Luglio,5.85
BEVERAGE,CAFFETT,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,CF,PZ,20,1.2891,3,3.6384,07_Luglio,3.8673
BEVERAGE,CAFFETT,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,CF,PZ,25,2.2606,1,2.5721,07_Luglio,2.26
BEVERAGE,CAFFETT,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,CF,PZ,25,1.905,4,7.206,07_Luglio,7.62
BEVERAGE,CAFFETT,BEV.CAF.00007,THE TWINNINGS FRUTTI ROSSI 1CFX25PZ,CF,PZ,25,1.9015,2,5.1082,07_Luglio,3.8
BEVERAGE,CAFFETT,BEV.CAF.00009,DIETOR,CF,CF,1,2.4505,5,12.0194,07_Luglio,12.25
BEVERAGE,CAFFETT,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,CF,PZ,25,3.2405,7,21.5943,07_Luglio,22.68
BEVERAGE,CAFFETT,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,PZ,PZ,1,5.7915,51,274.2166,07_Luglio,295.3665
BEVERAGE,CAFFETT,BEV.CAF.00004,CAFFE IN GRANI BREAKFAST,KG,GR,100,15,42,630,07_Luglio,630
BEVERAGE,LATTE,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1,1.216,122,148.3191,07_Luglio,148.35
BEVERAGE,LATTE,BEV.LAT.00002,LATTE DI RISO LT.1,LT,LT,1,1.3208,4,6.0292,07_Luglio,5.28
BEVERAGE,LATTE,BEV.LAT.00003,LATTE DI SOIA LT.1,LT,LT,1,1.6799,7,11.4105,07_Luglio,11.76
BEVERAGE,LATTE,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,LT,LT,1,1.04,51,52.9315,07_Luglio,53.04
BEVERAGE,LATTE,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,LT,LT,1,1.23,4,5.0156,07_Luglio,4.92
BEVERAGE,SOFDRINK,BEV.SOF.00028,SUCCO CONCENTRATO ARANCIA ROSSA 4GKX4PZ,PZ,PZ,1,41.75,15,626.25,07_Luglio,626.25
BEVERAGE,SOFDRINK,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,PZ,PZ,1,41.75,10,417.5,07_Luglio,417.5
BEVERAGE,SOFDRINK,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,PZ,PZ,1,41.75,9,375.75,07_Luglio,375.75
BEVERAGE,SOFDRINK,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,PZ,PZ,1,41.75,4,167,07_Luglio,167
FOOD,BURR,FOO.BUR.00001,BURRO MONO 1CFX100PZ,CF,PZ,100,10.6585,15,147.3671,07_Luglio,159.88
FOOD,CARNEROS,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1,7.664,65,488.3046,07_Luglio,498.16
FOOD,CEREALI,FOO.CER.00001,CEREALI RISO SOFFIATO CACAO ALPEDI' 1KG,KG,KG,1,3.8395,7,19.9725,07_Luglio,26.88
FOOD,CEREALI,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1,3.8219,5,13.9367,07_Luglio,19.11
FOOD,CEREALI,FOO.CER.00003,CEREALI RISO SOFFIATO ALPEDI' 1KG,KG,KG,1,2.411,2,7.341,07_Luglio,4.82
FOOD,CEREALI,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1,5.1664,17,84.2834,07_Luglio,87.83
FOOD,CEREALI,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1,3.8617,2,7.7284,07_Luglio,7.72
FOOD,CEREALI,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1,5.4415,15,69.6528,07_Luglio,81.6225
FOOD,CEREALI,FOO.CER.00001,FARINA 1KG,KG,KG,0,1.13,2,2.4883,07_Luglio,2.26
FOOD,FORMAGG,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000,7.3838,43,322.7635,07_Luglio,317.5
FOOD,FORMAGG,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1,16.7349,12,200.7936,07_Luglio,200.82
FOOD,FORMAGG,FOO.FOR.00017,SCAMORZA AFFUMICATA,KG,GR,1000,9.331,40,377.2895,07_Luglio,373.24
FOOD,FRUTTFRE,FOO.FRU.00008,ANGURIA,KG,GR,1000,1.4229,686,774.5613,07_Luglio,976.11
FOOD,FRUTTFRE,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000,1.821,371.1,631.8113,07_Luglio,675.77
FOOD,FRUTTFRE,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000,1.489,389.9,646.4511,07_Luglio,580.56
FOOD,FRUTTSEC,FOO.FRS.00009,SEMI DI ZUCCA,KG,GR,1000,10.6913,1,10.692,07_Luglio,10.69
FOOD,FRUTTSEC,FOO.FRS.00010,SEMI DI LINO,KG,GR,1000,8.31,1,8.31,07_Luglio,8.31
FOOD,FRUTTSEC,FOO.FRS.00011,MISTO ESOTICO,KG,GR,1000,9.3602,4,37.448,07_Luglio,37.44
FOOD,FRUTTSEC,FOO.FRS.00012,MISTO FRUTTI ROSSI,KG,GR,1000,12.493,1,12.493,07_Luglio,12.49
FOOD,FRUTTSEC,FOO.FRS.00013,BANANA CHIPS,KG,GR,1000,7.467,1,7.467,07_Luglio,7.47
BEVERAGE,LATTE,FOO.LAT.00008,CILIEGINE 25GR,KG,GR,1000,7.5,49,367.5,07_Luglio,367.5
FOOD,MONODOLC,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,PZ,PZ,1,0.1379,126,16.5942,07_Luglio,17.38
FOOD,MONODOLC,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,PZ,PZ,1,0.1381,79,10.5465,07_Luglio,10.91
VARIE,MONOUSO,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1,2.7154,10,26.2703,07_Luglio,27.154
VARIE,MONOUSO,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1,2.9253,9,23.3157,07_Luglio,26.33
VARIE,MONOUSO,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,PZ,PZ,1,0.1801,1440,259.4304,07_Luglio,259.34
VARIE,MONOUSO,FOO.MON.00012,ZUCCHERO SEMOLATO ERIDIANA 1KG,KG,KG,1,1.2315,1,1.2315,07_Luglio,1.23
FOOD,ORTAGGI,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1,3.0293,227.2,569.3654,07_Luglio,688.25696
FOOD,ORTAGGI,FOO.ORT.00010,MISTICANZA,PZ,PZ,1,1.211,104,129.9272,07_Luglio,125.94
FOOD,ORTAGGI,FOO.ORT.00016,POMODORI SORRENTO,KG,GR,1000,1.6366,9,19.8,07_Luglio,14.73
FOOD,PANE,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,CF,CF,1,1.1831,98,115.64,07_Luglio,115.9438
FOOD,PANE,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,CF,CF,1,1.18,73,86.1671,07_Luglio,86.14
FOOD,PANE,FOO.PAN.00003,PANE CIABATTA,KG,KG,1,3,61.5,184.5,07_Luglio,184.5
FOOD,PANE,FOO.PAN.00017,PANFETTE GLUTEEN FREE GR 75 X 20PZ,PZ,PZ,1,1.8,6,9,07_Luglio,10.8
FOOD,PASTICCE,FOO.PPP.00010,"BURRO PER DOLCI 2,5KG",KG,KG,1,6.669,4.7,31.3443,07_Luglio,31.34
FOOD,PASTICCE,FOO.PPP.00011,MIELE 10KG,KG,GR,1,5.9534,2,11.9068,07_Luglio,11.91
FOOD,PASTICCE,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1,11.4188,1,13.3375,07_Luglio,11.42
FOOD,PASTICCE,FOO.PPP.00014,CACAO,KG,KG,1,12,4,63.2268,07_Luglio,48
FOOD,PASTICCE,FOO.PPP.00015,ZUCCHERO A VELO 5KG,KG,KG,1,1.642,6.5,10.673,07_Luglio,10.67
FOOD,SALUMI,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1,6.7412,14.9,99.448,07_Luglio,100.44388
FOOD,SALUMI,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1,11.6723,16.1,181.2617,07_Luglio,187.92403
FOOD,SALUMI,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1,13.9696,42.6,515.8048,07_Luglio,595.1
FOOD,SALUMI,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1,10.8796,63.715,706.5937,07_Luglio,693.19
FOOD,SALUMI,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1,7.7524,41.02,322.4724,07_Luglio,318
FOOD,SCATOLAM,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1,2.9195,150,436.3873,07_Luglio,437.93
FOOD,SEMILDOL,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1,15.0618,30,453.1589,07_Luglio,451.85
FOOD,SEMILDOL,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1,14.9028,23,328.8291,07_Luglio,342.7644
FOOD,SEMILDOL,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1,14.8271,16,150.0672,07_Luglio,237.23
FOOD,SEMILDOL,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1,10.9522,15,144.7409,07_Luglio,164.28
FOOD,SEMILDOL,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1,1.1042,256,282.6686,07_Luglio,282.68
FOOD,SEMILDOL,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1,6.7571,23.73,160.3466,07_Luglio,160.345983
FOOD,SEMILDOL,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1,6.7571,45.44,307.044,07_Luglio,307.04
FOOD,SEMILDOL,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1,0.3513,1329,466.8958,07_Luglio,466.88
FOOD,SEMILDOL,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1,0.3513,764,268.4041,07_Luglio,268.39
FOOD,SEMILDOL,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1,0.3513,1623,570.1839,07_Luglio,570.16
FOOD,SEMILDOL,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1,15.04,25.48,383.2192,07_Luglio,383.22
FOOD,SEMILDOL,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1,16.24,31.5,511.56,07_Luglio,511.56
FOOD,SEMILDOL,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1,0.4629,221,102.2957,07_Luglio,102.3
FOOD,SEMILDOL,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1,0.4629,429,198.5808,07_Luglio,198.5841
FOOD,SEMILDOL,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1,0.5021,470,234.7002,07_Luglio,235.99
FOOD,SEMILDOL,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1,0.3271,1105,361.4257,07_Luglio,361.45
FOOD,SEMILDOL,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1,0.3271,1020,333.6203,07_Luglio,333.64
FOOD,SEMILDOL,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1,0.3271,998,326.4312,07_Luglio,326.45
FOOD,SEMILDOL,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1,11.6737,26,256.1651,07_Luglio,303.52
FOOD,SEMILDOL,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1,15.0679,19,293.9583,07_Luglio,286.29
FOOD,SEMILDOL,FOO.SDO.00031,CONFETTURA CILIEGIA 900GRX6PZ,PZ,PZ,1,3.1552,3,9.4655,07_Luglio,9.4656
FOOD,SEMILDOL,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1,6.0311,4,24.1244,07_Luglio,24.12
FOOD,SEMILDOL,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,PZ,PZ,1,6.95,2,13.9,07_Luglio,13.9
FOOD,SEMILDOL,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,PZ,PZ,1,4.0981,2,8.1962,07_Luglio,8.2
FOOD,SEMILDOL,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1,10,3,30,07_Luglio,30
FOOD,SEMILDOL,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1,7.5,8,60,07_Luglio,60
FOOD,SEMILDOL,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1,6.4808,5,32.4038,07_Luglio,32.4
FOOD,SEMILDOL,FOO.SDO.00043,COPPETTA X MARMELLATA CIALDA 500PZ,PZ,PZ,1,0.0476,500,23.8,07_Luglio,23.8
FOOD,SEMILDOL,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,PZ,PZ,1,16.2484,2,32.4967,07_Luglio,32.5
FOOD,SEMILDOL,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,PZ,PZ,1,12.5,74,925,07_Luglio,925
FOOD,SEMILSAL,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1,9.5185,46.6,443.5627,07_Luglio,443.56
FOOD,SEMILSAL,FOO.SSA.00012,PATATE SURGELATE LA RISSOLEE GR.700,PZ,PZ,1,2.114,73,153.5823,07_Luglio,154.32
FOOD,SEMILSAL,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000,3.117,19,59.223,07_Luglio,59.22
VARIE,MONOUSO,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1,10.383,2,20.449,07_Luglio,20.77
VARIE,MONOUSO,FOO.MON.00004,PEPE BUSTINE,CF,CF,1,10.27,1,10.27,07_Luglio,10.27
VARIE,MONOUSO,FOO.MON.00005,MAIONESE BUSTINE,CF,CF,1,9.1922,1,8.7644,07_Luglio,9.19
VARIE,MONOUSO,FOO.MON.00006,ACETO DI VINO BIANCO BUSTINE,CF,CF,1,14.9079,1,16.3594,07_Luglio,14.91
FOOD,SPEZIECO,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1,0.8144,5,3.9148,07_Luglio,4.07
FOOD,SPEZIECO,FOO.SPE.00006,SALE BUSTINE,CF,CF,1,10.5171,1,10.5557,07_Luglio,10.52
FOOD,SPEZIECO,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1,16.4537,5,82.0232,07_Luglio,82.27
FOOD,UOVA,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1,0.185,6559,1159.4821,07_Luglio,1213.42
FOOD,YOGURT,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1,10.47,20,209.4035,07_Luglio,209.4
VARIE,CARTBUSA,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1,0.1345,55,7.3975,07_Luglio,7.3975
VARIE,CARTBUSA,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250,5.5,3,16.5,07_Luglio,16.5
VARIE,CARTBUSA,VAR.CAR.00018,SACCHETTI BIANCHI BREAKFAST 17X34 10KG,KG,KG,0,1.4312,0.25,0.3578,07_Luglio,0.36
VARIE,CARTBUSA,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250,12.5,3,30,07_Luglio,37.5
VARIE,MONOUSO,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1,3.6749,31,113.923,07_Luglio,113.9219
VARIE,MONOUSO,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1,14.002,98,1372.4874,07_Luglio,1372.196
VARIE,MONOUSO,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1,0.22,32,7.04,07_Luglio,7.04
VARIE,MONOUSO,VAR.MON.00032,TOVAGLIOLI TNT POKET AZZ40X35(16CFX50PZ),CF,CF,1,4.0476,125,664.0625,07_Luglio,505.95
