Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Mese,Costo Totale
FOOD,SEMILDOL,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1,0.5021,320,148.0971,04_Aprile,160.67
FOOD,SEMILDOL,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1,0.3271,510,166.77,04_Aprile,166.82
FOOD,SEMILDOL,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1,0.3271,520,170.0706,04_Aprile,170.09
FOOD,SEMILDOL,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1,0.3271,580,189.6685,04_Aprile,189.72
FOOD,SEMILDOL,FOO.SDO.00022,CORNETTO VEG PRINCIPINO CEREAL 35GRX100P,PZ,PZ,1,0.345,13,4.485,04_Aprile,4.485
FOOD,SEMILDOL,FOO.SDO.00023,CORNETTO GF CACAO NOCCIOLE 100GRX12PZ,PZ,PZ,1,2.8662,13,37.2558,04_Aprile,37.2606
FOOD,SEMILDOL,FOO.SDO.00024,CORNETTO GF ALBICOCCA 100GRX12PZ,PZ,PZ,1,2.9,12,34.8,04_Aprile,34.8
FOOD,SEMILDOL,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1,11.6737,11,101.5385,04_Aprile,128.41
FOOD,SEMILDOL,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1,15.0679,6,87.75,04_Aprile,90.41
FOOD,SEMILDOL,FOO.SDO.00030,COPPETTA X MARMELLATA CIALDA 500 PZ,PZ,PZ,1,0.0429,500,21.45,04_Aprile,21.45
FOOD,SEMILDOL,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1,6.0311,2,6.95,04_Aprile,12.06
FOOD,SEMILDOL,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,PZ,PZ,1,6.95,2,13.9,04_Aprile,13.9
FOOD,SEMILDOL,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,PZ,PZ,1,4.0981,3,6.255,04_Aprile,12.29
FOOD,SEMILDOL,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1,10,2,20,04_Aprile,20
FOOD,SEMILDOL,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1,7.5,2,15,04_Aprile,15
FOOD,SEMILDOL,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1,6.4808,3,11.7818,04_Aprile,19.44
FOOD,SEMILDOL,FOO.SDO.00041,BISCOTTI MULINO BIANCO GF AL CIOCCOLATO,CF,CF,1,3.35,1,3.35,04_Aprile,3.35
FOOD,SEMILSAL,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1,9.5185,34.8,331.2444,04_Aprile,331.2438
FOOD,SEMILSAL,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000,3.117,24.5,62.083,04_Aprile,76.37
VARIE,MONOUSO,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1,10.383,1,3.5667,04_Aprile,10.38
VARIE,MONOUSO,FOO.MON.00005,MAIONESE BUSTINE,CF,CF,1,9.1922,2,9.17,04_Aprile,18.38
VARIE,MONOUSO,FOO.MON.00007,ACETO BALSAMICO BUSTINE,CF,CF,1,14.3361,1,4.7833,04_Aprile,14.34
FOOD,SPEZIECO,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1,0.8144,5,0.5023,04_Aprile,4.07
FOOD,SPEZIECO,FOO.SPE.00006,SALE BUSTINE,CF,CF,1,10.5171,2,14.78,04_Aprile,21.03
FOOD,SPEZIECO,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1,16.4537,2,21.96,04_Aprile,32.91
FOOD,UOVA,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1,0.185,3025,534.5646,04_Aprile,559.63
FOOD,YOGURT,FOO.YOG.00001,YOGURT BIANCO VIPITENO GR.500,PZ,PZ,1,1.341,6,8.046,04_Aprile,8.05
FOOD,YOGURT,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1,10.47,10,104.724,04_Aprile,104.7
FOOD,YOGURT,FOO.YOG.00003,YOGURT BIANCO VIPITENO 1KG,PZ,PZ,1,2.88,3,8.64,04_Aprile,8.64
PULIZIA,DETERGEN,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1,36.7483,1,25.255,04_Aprile,36.75
PULIZIA,STRPULIZ,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,CF,CF,1,0.9905,2,0.4,04_Aprile,1.98
PULIZIA,STRPULIZ,PUL.STR.00021,PANNO VILEDA PVA VERDE 5PZ,PZ,PZ,0,2.512,15,30.3614,04_Aprile,37.68
VARIE,CARTBUSA,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,PZ,PZ,1,3.7585,1,3.75,04_Aprile,3.76
VARIE,CARTBUSA,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1,0.1345,5,0.6727,04_Aprile,0.6725
VARIE,CARTBUSA,VAR.CAR.00017,CENTRINI MERLETTATI RETTANG 20X30 250PZ,CF,PZ,250,5.5,1,5.5,04_Aprile,5.5
VARIE,CARTBUSA,VAR.CAR.00020,CENTRINI MERLETTATI RETTANGO 25X35 250PZ,CF,PZ,250,9,1,9,04_Aprile,9
VARIE,CARTBUSA,VAR.CAR.00021,CENTRINI MERLETTATI RETTANGO 30X40 250PZ,CF,PZ,250,11,1,11,04_Aprile,11
VARIE,CARTBUSA,VAR.CAR.00022,CENTRINI MERLETTATI OVALI 30X31 250PZ,CF,PZ,250,12.5,1,10,04_Aprile,12.5
VARIE,MONOUSO,VAR.MON.00001,TOVAGLIOLI TNT POKET AZZ40X35(16CFX60PZ),CF,CF,1,5.3125,32,147.2,04_Aprile,170
VARIE,MONOUSO,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1,3.6749,9,22.5,04_Aprile,33.07
VARIE,MONOUSO,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1,14.002,37,536.9744,04_Aprile,518.074
VARIE,MONOUSO,VAR.MON.00029,TOVAGLIE 100X100 BIANCHE 4CFX25PZ,CF,CF,1,11.875,3,33.75,04_Aprile,35.63
VARIE,PROCUCIN,VAR.PCU.00002,"CARTA FORNO CUKI MT 9,5",PZ,PZ,1,1.179,4,4.716,04_Aprile,4.72
VARIE,PROVARIE,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,PZ,PZ,1,6.3797,4,20.8,04_Aprile,25.52
VARIE,PROVARIE,VAR.PRO.00002,CARTA  ALLUMINIO 330MM X 125MT ROTOLO,PZ,PZ,1,7.606,3,16,04_Aprile,22.818
